,Unnamed: 0,amr,Min_dist,text
610,625,"(n1 / need-01
    :ARG1 (r / retort-01
             :ARG1 (m / monetary-quantity
                      :quant 6800000000
                      :unit (b1 / buck-01))
             :ARG0 (g / government-organization
                      :ARG0-of (d1 / denote-01
                                   :ARG1 m
                                   :mod (a / accord-01
                                           :name (n3 / name
                                                     :op1 ""TG""
                                                     :op2 162)))
                      :name (n / name
                               :op1 ""Treasury""))
             :ARG3 (p1 / program-01
                       :name (n2 / name
                                 :op1 ""CPP""))))",0.4785095749015438,The 68 billion buck (or 1.2 billion yen) needed a retort to the CPP from the Treasury under TG 162 denoted.
611,626,"(d / denote-01
   :ARG0 (g / government-organization
            :name (n / name
                     :op1 ""Treasury""))
   :ARG1 (m / monetary-quantity
            :ARG2-of (r3 / repay-01
                         :ARG4 g
                         :ARG3 (p / program
                                  :name (n2 / name
                                            :op1 ""CPP""))
                         :ARG2-of (r / require-01))
            :quant 6800000000
            :ARG4 (d1 / dollar-01))
   :mod (t1 / treaty-01
            :name (n3 / name
                      :op1 ""TG""
                      :op2 162)))",0.7184888260924258,The Treasury denotes a TG 162 amount of 68 billion dollars required to repay the CPP.
612,627,"(d1 / denote-01
    :ARG0 (g / government-organization
             :name (n / name
                      :op1 ""Treasury""))
    :ARG1 (m / monetary-quantity
             :ARG1-of (g1 / give_back-01
                          :ARG0 g
                          :ARG3 (p / program
                                   :name (n2 / name
                                             :op1 ""CPP""))
                          :ARG1-of (n1 / need-01))
             :quant 6800000000
             :unit (b1 / buck-01))
    :mod (p1 / pact-01
             :name (n3 / name
                       :op1 ""TG""
                       :op2 162)))",0.5492361634103765,The Treasury denotes a TG 162 buck surplus that the Treasury needs to give back to the CPP.
613,628,"(n1 / need-01
    :ARG2 (r / repay-01
             :ARG4 (m / monetary-quantity
                      :quant 6800000000
                      :ARG1 (P / Pearl_Buck-01))
             :ARG0 (g / government-organization
                      :ARG0-of (d1 / denote-01
                                   :ARG1 m
                                   :mod (a / accord-01
                                           :name (n3 / name
                                                     :op1 ""TG""
                                                     :op2 162)))
                      :name (n / name
                               :op1 ""Treasury""))
             :ARG3 (p / program
                      :name (n2 / name
                                :op1 ""CPP""))))",0.6030319665269971,Pearl_Buck is needed to be repaid in the Treasury in Pearl_Buck denoted in TG 162.
614,629,"(d1 / denote-01
    :ARG2 (g / government-organization
             :name (n / name
                      :op1 ""Treasury""))
    :ARG3 (m / monetary-quantity
             :ARG3-of (g1 / give_back-01
                          :ARG4 g
                          :ARG2 (p / program
                                   :name (n2 / name
                                             :op1 ""CPP""))
                          :ARG1-of (l / look-01))
             :quant 6800000000
             :unit (d / dollar))
    :mod (t / treaty
            :name (n3 / name
                      :op1 ""TG""
                      :op2 162)))",0.60824530484859,The Treasury is denoted by TG 162 as the estimated amount that will be given back to the CPP.
615,630,"(l / look-01
   :ARG1 (g1 / give_back-01
             :ARG1 (m / monetary-quantity
                      :quant 6800000000
                      :unit (d / dollar))
             :ARG2 (g / government-organization
                      :ARG3-of (d2 / denote-01
                                   :ARG2 m
                                   :mod (t / treaty
                                           :name (n3 / name
                                                     :op1 ""TG""
                                                     :op2 162)))
                      :name (n / name
                               :op1 ""Treasury""))
             :ARG3 (p1 / programme-01
                       :name (n2 / name
                                 :op1 ""CPP""))))",0.6671638886032828,Looking to give back 680 billion dollars to the Treasury under TG 162 for CPP.
616,631,"(d2 / denote-01
    :ARG2 (g / government-organization
             :name (n / name
                      :op1 ""Treasury""))
    :ARG3 (m / monetary-quantity
             :ARG0-of (g1 / give_back-01
                          :ARG4 g
                          :ARG1 (p1 / program-01
                                    :name (n2 / name
                                              :op1 ""CPP""))
                          :ARG1-of (l / look-01))
             :quant 6800000000
             :ARG0 (d / dollar))
    :mod (t / treaty
            :name (n3 / name
                      :op1 ""TG""
                      :op2 162)))",0.5162261932196721,The Treasury is denoted by a 68 billion dollar look to give back to the CPP program under TG 162.
617,632,"(d2 / denote-01
    :ARG0 (g / government-organization
             :name (n / name
                      :op1 ""Treasury""))
    :ARG2 (m / monetary-quantity
             :ARG0-of (g1 / give_back-01
                          :ARG3 g
                          :ARG2 (p / program
                                   :name (n2 / name
                                             :op1 ""CPP""))
                          :ARG0-of (l / look-01))
             :quant 6800000000
             :unit (d / dollar))
    :mod (t / treaty
            :name (n3 / name
                      :op1 ""TG""
                      :op2 162)))",0.6471431952152227,The Treasury denotes a 68 billion dollar lookback on the CPP under TG 162.
618,633,"(w / wait-01
   :ARG1 (r / requite-01
            :ARG2 (m / monetary-quantity
                     :quant 6800000000
                     :unit (c / clam-01))
            :ARG0 (g / government-organization
                     :ARG4-of (a / announce-01
                                 :ARG0 m
                                 :mod (t / treaty
                                         :name (n3 / name
                                                   :op1 ""TG""
                                                   :op2 162)))
                     :name (n / name
                              :op1 ""Treasury""))
            :ARG3 (p1 / political_program-01
                      :name (n2 / name
                                :op1 ""CPP""))))",0.4288942714878705,"The Treasury, which announced TG 162, will wait for the 680 billion clams to be requitted of the CPP."
619,634,"(d1 / denote-01
    :ARG3 (g / government-organization
             :name (n / name
                      :op1 ""Treasury""))
    :ARG2 (m / monetary-quantity
             :ARG3-of (r1 / repay-01
                          :ARG1 g
                          :ARG3 (p / program
                                   :name (n2 / name
                                             :op1 ""CPP""))
                          :ARG1-of (w / wait-01))
             :quant 6800000000
             :ARG4 (c / clam-01))
    :mod (t / treaty
            :name (n3 / name
                      :op1 ""TG""
                      :op2 162)))",0.6819653314978499,The Treasury is denoted by TG 162 as the 6.6 billion clams waiting to be repaid under the CPP.
620,635,"(a1 / await-01
    :ARG1 (r / repay-01
             :ARG1 (m / monetary-quantity
                      :quant 6800000000
                      :unit (c / clam-01))
             :ARG0 (g / government-organization
                      :ARG4-of (a / announce-01
                                  :ARG1 m
                                  :mod (t / treaty
                                          :name (n3 / name
                                                    :op1 ""TG""
                                                    :op2 162)))
                      :name (n / name
                               :op1 ""Treasury""))
             :ARG3 (c1 / course_of_study-01
                       :name (n2 / name
                                 :op1 ""CPP""))))",0.5843603606699755,"The 68 billion clams awaiting repayment under the CPP by the Treasury, which announced the 68 billion in TG 162."
621,636,"(g / government-organization
   :part (p / political-party
            :ARG0-of (p1 / program_line-01
                         :ARG1 (p4 / publication-01
                                   :name (n3 / name
                                             :op1 ""Twitter""))
                         :op2 p4
                         :name (n4 / name
                                   :op1 ""YouTube""))
            :ARG0-of (o / own-01
                        :ARG1 p1
                        :mod (m1 / metier-01
                                 :mod (s / social))
                        :location (g2 / government-organization
                                      :name (n5 / name
                                                :op1 ""Congress"")))
            :name (n / name
                     :op1 ""Republican""
                     :op2 ""Party""))
   :name (n2 / name
             :op1 ""House""))",0.5434543247526076,The House is a Republican party that runs Twitter/YouTube and is social metier in Congress.
622,637,"(g / government-organization
   :part (p / political-party
            :ARG3-of (b / bidding-01
                        :ARG1 (p1 / publication-01
                                  :name (n3 / name
                                            :op1 ""Twitter""))
                        :op2 p1
                        :name (n4 / name
                                  :op1 ""YouTube""))
            :ARG0-of (p2 / possess-01
                         :ARG1 b
                         :mod (m / media
                                 :mod (s / social))
                         :location (g2 / government-organization
                                       :name (n5 / name
                                                 :op1 ""Congress"")))
            :name (n / name
                     :op1 ""Republican""
                     :op2 ""Party""))
   :name (n2 / name
             :op1 ""House""))",0.719244358746363,The House is a Republican party bidding for Twitter and YouTube and possessed by the social media in Congress.
623,638,"(g / government-organization
   :part (p / political-party
            :ARG1-of (c / command-01
                        :ARG3 (p3 / publication-01
                                  :name (n3 / name
                                            :op1 ""Twitter""))
                        :op2 p3
                        :name (n4 / name
                                  :op1 ""YouTube""))
            :ARG0-of (p2 / possess-01
                         :ARG1 c
                         :mod (m / media
                                 :mod (s / social))
                         :location (g2 / government-organization
                                       :name (n5 / name
                                                 :op1 ""Congress"")))
            :name (n / name
                     :op1 ""Republican""
                     :op2 ""Party""))
   :name (n2 / name
             :op1 ""House""))",0.8816336028016474,The House is a Republican party commanded by Twitter and YouTube and possessed by social media in Congress.
624,639,"(p2 / possess-01
    :ARG0 (p / political-party
             :name (n / name
                      :op1 ""Republican""
                      :op2 ""Party"")
             :part-of (g / government-organization
                         :name (n2 / name
                                   :op1 ""House""))
             :ARG3-of (c / command-01
                         :ARG0 (p3 / publication-01
                                   :name (n3 / name
                                             :op1 ""Twitter""))
                         :op2 p3
                         :name (n4 / name
                                   :op1 ""YouTube"")))
    :ARG1 c
    :mod (m / media
            :mod (s / social))
    :location (g2 / government-organization
                  :name (n5 / name
                            :op1 ""Congress"")))",0.8816336028016474,"The House Republican Party, commanded by Twitter and YouTube, has social media possessions in Congress."
625,640,"(g / government-organization
   :part (p / political-party
            :ARG0-of (d / dominate-01
                        :ARG3 (p4 / publishing-01
                                  :name (n3 / name
                                            :op1 ""Twitter""))
                        :op2 p4
                        :name (n4 / name
                                  :op1 ""YouTube"")
                        :ARG0-of (p3 / possess-01
                                     :mod (m / media
                                             :mod (s / social))
                                     :location (g2 / government-organization
                                                   :name (n5 / name
                                                             :op1 ""Congress""))
                                     :ARG2 p))
            :name (n / name
                     :op1 ""Republican""
                     :op2 ""Party""))
   :name (n2 / name
             :op1 ""House""))",0.617758197328243,"The House is a Republican party dominated by Twitter and YouTube, which are social media possessions in Congress."
626,641,"(p3 / posse-01
    :ARG0 (p / political-party
             :name (n / name
                      :op1 ""Republican""
                      :op2 ""Party"")
             :part-of (g / government-organization
                         :name (n2 / name
                                   :op1 ""House""))
             :ARG1-of (r / reign-01
                         :ARG1 (p2 / publication
                                   :name (n3 / name
                                             :op1 ""Twitter""))
                         :op2 p2
                         :name (n4 / name
                                   :op1 ""YouTube"")))
    :ARG1 r
    :mod (m / media
            :mod (s / social))
    :location (g2 / government-organization
                  :name (n5 / name
                            :op1 ""Congress"")))",0.7615238156149363,"The House Republican Party, whose Twitter and YouTube reigns, posses a social media presence in Congress."
627,642,"(g / government-organization
   :part (p / political-party
            :ARG4-of (p4 / prevail-01
                         :ARG0 (p5 / publication-01
                                   :name (n3 / name
                                             :op1 ""Twitter""))
                         :op2 p5
                         :name (n4 / name
                                   :op1 ""YouTube"")
                         :ARG1-of (p3 / possess-01
                                      :mod (m1 / medium-01
                                               :mod (m / mixer-01))
                                      :location (g2 / government-organization
                                                    :name (n5 / name
                                                              :op1 ""Congress""))
                                      :ARG1 p))
            :name (n / name
                     :op1 ""Republican""
                     :op2 ""Party""))
   :name (n2 / name
             :op1 ""House""))",0.5316591384255198,"The House is a Republican party whose party is dominated by Twitter and YouTube, which are possessed by the mixer medium in Congress."
628,643,"(g / government-organization
   :part (p / political-party
            :ARG0-of (p4 / paramount-01
                         :ARG4 (p2 / putout-01
                                   :name (n3 / name
                                             :op1 ""Twitter""))
                         :op2 p2
                         :name (n4 / name
                                   :op1 ""YouTube""))
            :ARG0-of (p3 / posse_comitatus-01
                         :ARG0 p4
                         :mod (m / media
                                 :mod (s / social))
                         :location (g2 / government-organization
                                       :name (n5 / name
                                                 :op1 ""Congress"")))
            :name (n / name
                     :op1 ""Republican""
                     :op2 ""Party""))
   :name (n2 / name
             :op1 ""House""))",0.5107888700282186,The House is a republican party whose Twitter and YouTube are the two most paramount parties in the social media comitatus in Congress.
629,644,"(p3 / posse_comitatus-01
    :ARG0 (p / political-party
             :name (n / name
                      :op1 ""Republican""
                      :op2 ""Party"")
             :part-of (g / government-organization
                         :name (n2 / name
                                   :op1 ""House""))
             :ARG0-of (p4 / preponderant-01
                          :ARG4 (p2 / putout-01
                                    :name (n3 / name
                                              :op1 ""Twitter""))
                          :op2 p2
                          :name (n4 / name
                                    :op1 ""YouTube"")))
    :ARG0 p4
    :mod (m / media
            :mod (s / social))
    :location (g2 / government-organization
                  :name (n5 / name
                            :op1 ""Congress"")))",0.617758197328243,"The House Republican party, preponderant on Twitter and YouTube, posses a social media comitatus in Congress."
630,645,"(g / government-organization
   :part (p / political-party
            :ARG2-of (o / overriding-01
                        :ARG3 (p2 / putout-01
                                  :name (n3 / name
                                            :op1 ""Twitter""))
                        :op2 p2
                        :name (n4 / name
                                  :op1 ""YouTube""))
            :ARG0-of (p1 / possess-01
                         :ARG2 o
                         :mod (m / media
                                 :mod (s / social))
                         :location (g2 / government-organization
                                       :name (n5 / name
                                                 :op1 ""Congress"")))
            :name (n / name
                     :op1 ""Republican""
                     :op2 ""Party""))
   :name (n2 / name
             :op1 ""House""))",0.6624555218238324,The House is a Republican party that overrides Twitter and YouTube and is possessed by social media in Congress.
631,646,"(p3 / possess-01
    :ARG0 (p / political-party
             :name (n / name
                      :op1 ""Republican""
                      :op2 ""Party"")
             :part-of (g / government-organization
                         :name (n2 / name
                                   :op1 ""House""))
             :ARG0-of (o / overriding-01
                         :ARG4 (p2 / putout-01
                                   :name (n3 / name
                                             :op1 ""Twitter""))
                         :op2 p2
                         :name (n4 / name
                                   :op1 ""YouTube"")))
    :ARG0 o
    :mod (m1 / medium-01
             :mod (s1 / social-01))
    :location (g2 / government-organization
                  :name (n5 / name
                            :op1 ""Congress"")))",0.5765877572357488,"The House Republican Party, overriding Twitter and YouTube, has a social media possession in Congress."
632,647,"(g / government-organization
   :part (p / political-party
            :ARG0-of (p4 / preponderant-01
                         :ARG4 (p2 / putout-01
                                   :name (n3 / name
                                             :op1 ""Twitter""))
                         :op2 p2
                         :name (n4 / name
                                   :op1 ""YouTube""))
            :ARG0-of (p3 / possess-01
                         :ARG0 p4
                         :mod (m1 / medium-01
                                  :mod (s1 / social-01))
                         :location (g2 / government-organization
                                       :name (n5 / name
                                                 :op1 ""Congress"")))
            :name (n / name
                     :op1 ""Republican""
                     :op2 ""Party""))
   :name (n2 / name
             :op1 ""House""))",0.7398022816147534,The House is a preponderant republican party of Twitter and YouTube that possesses a social media presence in Congress.
633,648,"(g / government-organization
   :part (p / political-party
            :ARG2-of (t / tower-01
                        :ARG3 (w / way_out-01
                                 :name (n3 / name
                                           :op1 ""Twitter""))
                        :op2 w
                        :name (n4 / name
                                  :op1 ""YouTube""))
            :ARG2-of (p2 / possess-01
                         :ARG0 t
                         :mod (s1 / spiritualist-01
                                  :mod (m / mixer-01))
                         :location (g2 / government-organization
                                       :name (n5 / name
                                                 :op1 ""Congress"")))
            :name (n / name
                     :op1 ""Republican""
                     :op2 ""Party""))
   :name (n2 / name
             :op1 ""House""))",0.6754555009053032,The House is a Republican party whose spiritualist mixer in Congress they possess towering over Twitter and YouTube.
634,649,"(g / government-organization
   :part (p / political-party
            :ARG2-of (l / loom-01
                        :ARG2 (w / way_out-01
                                 :name (n3 / name
                                           :op1 ""Twitter""))
                        :op2 w
                        :name (n4 / name
                                  :op1 ""YouTube""))
            :ARG2-of (p2 / possess-01
                         :ARG4 l
                         :mod (s1 / spiritualist-01
                                  :mod (m / mixer-01))
                         :location (g2 / government-organization
                                       :name (n5 / name
                                                 :op1 ""Congress"")))
            :name (n / name
                     :op1 ""Republican""
                     :op2 ""Party""))
   :name (n2 / name
             :op1 ""House""))",0.8419324254373012,"The House is a Republican Party looming out of Twitter and YouTube, possessing a mixer spiritualist inside Congress."
635,650,"(h1 / have-01
    :ARG1 (p / political-party
             :name (n / name
                      :op1 ""Republican""
                      :op2 ""Party"")
             :part-of (g / government-organization
                         :name (n2 / name
                                   :op1 ""House""))
             :ARG1-of (h / hover-01
                         :ARG0 (w / way_out-01
                                  :name (n3 / name
                                            :op1 ""Twitter""))
                         :op2 w
                         :name (n4 / name
                                   :op1 ""YouTube"")))
    :ARG0 h
    :mod (s / spiritualist-01
            :mod (m1 / mixer-01))
    :location (g2 / government-organization
                  :name (n5 / name
                            :op1 ""Congress"")))",0.5709329571757124,"The Republican Party in Congress is a spiritualist mixer in the House, hovering over Twitter and youtube."
636,651,"(g / government-organization
   :part (p / political-party
            :ARG4-of (l1 / loom-01
                         :ARG1 (w / way_out-01
                                  :name (n3 / name
                                            :op1 ""Twitter""))
                         :op2 w
                         :name (n4 / name
                                   :op1 ""YouTube""))
            :ARG4-of (p2 / possess-01
                         :ARG4 l1
                         :mod (s1 / spiritualist-01
                                  :mod (m / mixer-01))
                         :location (g2 / government-organization
                                       :name (n5 / name
                                                 :op1 ""Congress"")))
            :name (n / name
                     :op1 ""Republican""
                     :op2 ""Party""))
   :name (n2 / name
             :op1 ""House""))",0.8816336028016474,"The House is a Republican party looming out of Twitter and YouTube, possessing a mixer spiritualist inside Congress."
637,652,"(g / government-organization
   :part (p / political-party
            :ARG3-of (h / hulk-01
                        :ARG0 (w / way_out-01
                                 :name (n3 / name
                                           :op1 ""Twitter""))
                        :op2 w
                        :name (n4 / name
                                  :op1 ""YouTube""))
            :ARG4-of (p1 / possess-01
                         :ARG4 h
                         :mod (s / spiritualist-01
                                 :mod (m1 / mixer-01))
                         :location (g2 / government-organization
                                       :name (n5 / name
                                                 :op1 ""Congress"")))
            :name (n / name
                     :op1 ""Republican""
                     :op2 ""Party""))
   :name (n2 / name
             :op1 ""House""))",0.719244358746363,The House is a Republican Party hulked in Twitter and YouTube possessed by a mixer spiritualist in Congress.
638,653,"(p2 / posse_comitatus-01
    :ARG1 (p / political-party
             :name (n / name
                      :op1 ""Republican""
                      :op2 ""Party"")
             :part-of (g / government-organization
                         :name (n2 / name
                                   :op1 ""House""))
             :ARG0-of (l1 / loom-01
                          :ARG3 (c / come_forth-01
                                   :name (n3 / name
                                             :op1 ""Twitter""))
                          :op2 c
                          :name (n4 / name
                                    :op1 ""YouTube"")))
    :ARG3 l1
    :mod (m / mass_medium-01
            :mod (s / social-01))
    :location (g2 / government-organization
                  :name (n5 / name
                            :op1 ""Congress"")))",0.7454765918726862,The House Republican Party looming over Twitter and YouTube is posse a social media comitatus in Congress.
639,654,"(g / government-organization
   :part (p / political-party
            :ARG4-of (l1 / loom-01
                         :ARG3 (c / come_forth-01
                                  :name (n3 / name
                                            :op1 ""Twitter""))
                         :op2 c
                         :name (n4 / name
                                   :op1 ""YouTube""))
            :ARG1-of (p2 / posse_comitatus-01
                         :ARG4 l1
                         :mod (m / medium-01
                                 :mod (s1 / social-01))
                         :location (g2 / government-organization
                                       :name (n5 / name
                                                 :op1 ""Congress"")))
            :name (n / name
                     :op1 ""Republican""
                     :op2 ""Party""))
   :name (n2 / name
             :op1 ""House""))",0.7756522603846602,The House is a Republican party looming over Twitter and YouTube whose social media comitatus in Congress is the Republican Party.
640,655,"(p2 / posse_comitatus-01
    :ARG0 (p / political-party
             :name (n / name
                      :op1 ""Republican""
                      :op2 ""Party"")
             :part-of (g / government-organization
                         :name (n2 / name
                                   :op1 ""House""))
             :ARG0-of (h / hover-01
                         :ARG0 (c / come_forth-01
                                  :name (n3 / name
                                            :op1 ""Twitter""))
                         :op2 c
                         :name (n4 / name
                                   :op1 ""YouTube"")))
    :ARG1 h
    :mod (m / medium-01
            :mod (s1 / social-01))
    :location (g2 / government-organization
                  :name (n5 / name
                            :op1 ""Congress"")))",0.719244358746363,"The House Republican party, whose Twitter and YouTube hover over it, posses a social media comitatus in Congress."
641,656,"(g / government-organization
   :part (p / political-party
            :ARG0-of (t / tower-01
                        :ARG0 (c / come_forth-01
                                 :name (n3 / name
                                           :op1 ""Twitter""))
                        :op2 c
                        :name (n4 / name
                                  :op1 ""YouTube""))
            :ARG0-of (p2 / posse_comitatus-01
                         :ARG1 t
                         :mod (m / medium-01
                                 :mod (s / social-01))
                         :location (g2 / government-organization
                                       :name (n5 / name
                                                 :op1 ""Congress"")))
            :name (n / name
                     :op1 ""Republican""
                     :op2 ""Party""))
   :name (n2 / name
             :op1 ""House""))",0.719244358746363,The House is a Republican party whose social media comitatus in Congress is towering on Twitter and YouTube.
642,657,"(o1 / own-01
    :ARG0 (p / political-party
             :name (n / name
                      :op1 ""Republican""
                      :op2 ""Party"")
             :part-of (g / government-organization
                         :name (n2 / name
                                   :op1 ""House""))
             :ARG4-of (r / rule-01
                         :ARG0 (p2 / publication-01
                                   :name (n3 / name
                                             :op1 ""Twitter""))
                         :op2 p2
                         :name (n4 / name
                                   :op1 ""YouTube"")))
    :ARG1 r
    :mod (m1 / medium-01
             :mod (s1 / societal-01))
    :location (g2 / government-organization
                  :name (n5 / name
                            :op1 ""Congress"")))",0.6332627459479493,The House Republican Party (YouTube/Twitter) owns it as a societal medium in Congress.
643,658,"(g / government-organization
   :part (p / political-party
            :ARG2-of (d / dominate-01
                        :ARG3 (p1 / publication-01
                                  :name (n3 / name
                                            :op1 ""Twitter""))
                        :op2 p1
                        :name (n4 / name
                                  :op1 ""YouTube""))
            :ARG1-of (o / own-01
                        :ARG3 d
                        :mod (m / media
                                :mod (s / social))
                        :location (g2 / government-organization
                                      :name (n5 / name
                                                :op1 ""Congress"")))
            :name (n / name
                     :op1 ""Republican""
                     :op2 ""Party""))
   :name (n2 / name
             :op1 ""House""))",0.7756522603846602,The House is a Republican Party owned by the social media owners of Twitter and YouTube in Congress.
644,659,"(o2 / own-01
    :ARG1 (p / political-party
             :name (n / name
                      :op1 ""Republican""
                      :op2 ""Party"")
             :part-of (g / government-organization
                         :name (n2 / name
                                   :op1 ""House""))
             :ARG4-of (o1 / overlook-01
                          :ARG2 (p2 / publication-01
                                    :name (n3 / name
                                              :op1 ""Twitter""))
                          :op2 p2
                          :name (n4 / name
                                    :op1 ""YouTube"")))
    :ARG4 o1
    :mod (m1 / medium-01
             :mod (s1 / sociable-01))
    :location (g2 / government-organization
                  :name (n5 / name
                            :op1 ""Congress"")))",0.589379712718079,The House Republican Party (overlooked by Twitter/YouTube) is the social media owner of the House in Congress.
645,660,"(o / own-01
   :ARG3 (p / political-party
            :name (n / name
                     :op1 ""Republican""
                     :op2 ""Party"")
            :part-of (g / government-organization
                        :name (n2 / name
                                  :op1 ""House""))
            :ARG0-of (d1 / dominate-01
                         :ARG3 (p2 / publication-01
                                   :name (n3 / name
                                             :op1 ""Twitter""))
                         :op2 p2
                         :name (n4 / name
                                   :op1 ""YouTube"")))
   :ARG4 d1
   :mod (m / media
           :mod (s / social))
   :location (g2 / government-organization
                 :name (n5 / name
                           :op1 ""Congress"")))",0.7756522603846602,"The House Republican Party, which dominates Twitter and YouTube, is the social media owner of the House in Congress."
